id|longitude|latitude|tipogeo|uf|cod_ibge|municipio|nome|end_orig|end_correspondencia_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km_logradouro|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|telefone3|site|esfera_admin|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|local|cnpj|ano_criacao|ano_abertura|orcamento_proprio|qt_bens_acervo|qt_bens_exatidao|acervo_qt_antropologia_etnografia|acervo_qt_arqueologia|acervo_qt_artes_visuais|acervo_qt_cienciasnaturais_historianatural|acervo_qt_ciencia_tecnologia|acervo_qt_historia|acervo_qt_imagem_som|acervo_qt_virtual|acervo_qt_arquivistico|acervo_qt_biblioteconomico|acervo_qt_documental|acervo_qt_outros|situacao|ingresso_cobrado|ingresso_valor|infra_turistas_estrangeiros|infra_turistas_sinalizacao|sinalizacao_idioma|infra_turistas_etiquetas|etiquetas_idioma|infra_turistas_publicacoes|publicacoes_idioma|infra_turistas_outros|outros_idioma|bebedouro|estacionamento|lanchonete_retaurante|livraria|loja|sanitarios|telefone_publico|outras_instalacoes_1|outras_instalacoes_2|pne_vagas_exclusivas_estacionamento|pne_elevadores_acessiveis|pne_rampa_de_acesso|pne_sanitarios_adaptados|pne_sinalizacao_braile|pne_etiquetas_braile|pne_outros_1|pne_outros_2|medidas_preventivas|medidas_preventivas_treinamento_profissionais|medidas_preventivas_brigada|medidas_preventivas_revisao_extintores|medidas_preventivas_revisao_rede_eletrica|medidas_preventivas_outras
152|-38.509886|-12.972682|2|BA|2927408|Salvador|Museu Afro - Brasileiro|Praça XV de Novembro, s/n - Faculdade de Medicina - Terreiro de Jesus.| |Centro Histórico|40025-010|PCA|XV DE NOVEMBRO| |S/N| |CENTRO HISTORICO|40025-010|71|3283-5540|3283-5541|3283-5533|www.ceao.ufba.br/mafro|Pública|Federal|1|1.7|1.7.1|FACULDADE DE MEDICINA - TERREIRO DE JESUS| |1974|1982|Não|930|Aproximado|930|0|0|0|0|0|0|0|0|0|0|0|Aberto|1|R$ 5,00 - público em geral; R$ 2,50 - estudantes da rede privada, adultos acima de 60 anos e crianças até 12 anos; gratuidade - estudantes da rede pública, comunidade da UFBA e museológos.|1|0|0|1|Inglês, francês, espanhol e alemão.|1|Inglês|0|0|1|0|0|0|1|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
153|-38.508913|-12.972768|1|BA|2927408|Salvador|Museu Eugênio Teixeira Leal / Memorial do Banco Econômico|Rua do Açouguinho, 01.| |Pelourinho|40026-180|R|DO ACOUGUINHO| |1| |PELOURINHO|40026-180|71|3321-8308|3321-9551| |www.museueugenio.org.br|Privada|Fundação|1|1.7|1.7.2| | |1983|1984|Não|6000|Aproximado|0|0|0|0|0|6000|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|-|0|1|0|1|0|0|0|0|1|1|1|1|1|0
154|-40.606752|-12.650215|2|BA|2903805|Boa Vista do Tupim|Museu Último Quilombo|Praça Ruy Brabosa, 140.| |Centro|46850-000|PCA|RUY BRABOSA| |140| |CENTRO|46850-000|75|3326-2286| | | |Pública|Municipal|1|1.7|1.7.1| | |1992|1992| |552|Exato|1|0|1|4|61|255|1|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|1|0|0|0|0|0|0|0|0|0|0|0
155|-38.297638|-12.531841|1|BA|2921005|Mata de São João|Museu ao Céu Aberto da Tartaruga Marinha|Avenida Farol Garcia D’Ávila, s/n.| |Praia do Forte|48280-000|AV|FAROL GARCIA D’AVILA| |S/N| |PRAIA DO FORTE|48280-000|71|3676-1045|3676-1113|3676-0321|www.projetotamar.org.br|Privada|Fundação|1|1.7|1.7.2| | |1981|1983| |167|Exato|35|0|7|90|0|35|0|0|0|0|0|0|Aberto|1|R$ 7,00 – público em geral; R$ 5,00 – grupos; R$ 3,50 – estudantes da rede privada e idosos; gratuidade - crianças com menos de 1 m, estudantes da rede publica de ensino, membros da comunidade, e associações filantrópicas.|1|1|Inglês.|1|Inglês.|1|Inglês.|0|0|1|1|1|1|1|1|1|0|-|0|0|1|1|0|0|1| |0|0|0|0|0|0
156|-38.519821|-12.989352|2|BA|2927408|Salvador|Memorial do Teatro Castro Alves|Praça Dois de Julho, s/n.| |Campo Grande|40121-080|PCA|DOIS DE JULHO| |S/N| |CAMPO GRANDE|40121-080|71|3117-4864|3117-4863| |www.tca.ba.gov.br|Pública|Estadual|1|1.7|1.7.1| | |2002|2003|Não|7000|Aproximado|0|0|12|0|0|0|6000|0|0|0|0|900|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|-|0|1|1|1|0|0|0|0|1|0|1|1|1|0
157|-38.523018|-12.99488|2|BA|2927408|Salvador|Memorial Lindembergue Cardoso|Avenida Araújo Pinho, 58| |Canela|41110-150|AV|ARAUJO PINHO| |58| |CANELA|41110-150|71|3336-8184| | |www.lindemberguecardoso.mus.ufba.br|Pública|Federal|1|1.7|1.7.1| | |1991|1991|Não|4121|Aproximado|0|0|0|0|0|2993|1014|46|0|0|0|68|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
158|-38.506351|-12.96703|1|BA|2927408|Salvador|Casa Museu Solar Santo Antônio|Rua Direita do Santo Antônio, 177| |Santo Antônio (Centro Histórico)|40301-280|R|DIREITA DO SANTO ANTONIO| |177| |SANTO ANTONIO (CENTRO HISTORICO)|40301-280|71|3242-6455| | |www.salvadorcultural.com.br|Privada|OSCIP|1|1.7|1.7.2| |07.278.885/0001-34|2004|2009|Não|3000|Aproximado|300|0|1500|0|0|500|200|0|0|0|0|500|Fechado|0|0|1|0|0|0|0|1|Inglês, Francês e Espanhol.|0|0|0|0|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
159|-38.510589|-12.976099|2|BA|2927408|Salvador|Museu do Corpo de Bombeiros da Polícia Militar da Bahia|Praça dos Veteranos, s/n - Barroquinha – Quartel do 1º Grupamento de Bombeiros Militares / 1º GBM| |Barroquinha|40040-390|PCA|DOS VETERANOS| |S/N|BARROQUINHA|BARROQUINHA|40040-390|71|3243-1415|3243-1516| | |Pública|Estadual|1|1.7|1.7.1|QUARTEL DO 1º GRUPAMENTO DE BOMBEIROS MILITARES / 1º GBM| |1990|1990|Não|0|Aproximado|0|0|0|0|0| | |0| | | |0|Fechado|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
160|-38.501426|-12.972226|2|BA|2927408|Salvador|Museu Henriqueta Catharino|Rua Monsenhor Flaviano, 02| |Politeama|40150-060|R|MONSENHOR FLAVIANO| |2| |POLITEAMA|40150-060|71|3329-5522|3329-5520| |www.institutofeminino.org.br|Privada|Fundação|1|1.7|1.7.2| | |1923|1933|Não|40000|Aproximado|0|0|8000|0|0|12000|0|0|0|20000|0|0|Aberto|1|R$ 5,00 - público em geral; R$ 3,00 - estudantes e idosos; R$ 2,00 - grupos de estudantes da rede privada; gratuidade - grupos de estudantes da rede pública; entrada franca: quinta-feira.|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|0|0|-|1|1|1|1|0|0|0|0|1|0|0|1|1|0
161|-39.147419|-9.900559|2|BA|2906824|Canudos|Instituto Popular Memorial de Canudos|Rua do Cruzeiro, s/n| |Centro|48250-000|R|DO CRUZEIRO| |S/N| |CENTRO|48250-000|75|3494-2194| | | |Privada|Sociedade|1|1.7|1.7.2| | |1993|1993|Sim|600|Aproximado|100|190|80|0|0|230|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0
162|-38.504071|-12.963665|2|BA|2927408|Salvador|Museu Ilê Ohun Lailai|Rua Direita de São Gonçalo do Retiro, 557| |Cabula|41190-000|R|DIREITA DE SAO GONCALO DO RETIRO| |557| |CABULA|41190-000|71|3384-5229| | |www.geocities.com/ileohunlailai|Privada|Sociedade|1|1.7|1.7.2| | |1982|1982|Sim|677|Exato|69|0|483|18|0|41|66|0|0|0|0|0|Fechado|1|R$ 2,00 - público em geral; gratuidade - estudantes da rede pública (carente) e crianças até 05 anos.|1|1|Inglês.|1|Inglês.|0|0|0|0|1|1|0|0|0|1|1|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
163|-40.257977|-15.254483|1|BA|2916401|Itapetinga|Museu de Artes e Ciências de Itapetinga|Praça Agnaldo Aguiar, s/n| |Primavera|45700-000|PCA|AGNALDO AGUIAR| |S/N| |PRIMAVERA|45700-000|77|3261-3011| | | |Pública|Municipal|1|1.7|1.7.1| | |1969|1970|Não|1667|Aproximado|55|8|190|226|51|1131|6|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
164|-38.512192|-12.991059|1|BA|2927408|Salvador|Museu Estácio de Lima|Avenida Centenário, s/n| |Vale dos Barris|40100-180|AV|CENTENARIO| |S/N| |VALE DOS BARRIS|40100-180|71|3116-8792| | | |Pública|Estadual|1|1.7|1.7.1| | |1959|1966|Não|591|Aproximado|25|0|12|540|4|0|0|0|0|0|0|10|Fechado|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
165|-38.432062|-12.141373|2|BA|2900702|Alagoinhas|Centro de Documentação e Memória de Alagoinhas|Rua 15 de Novembro, s/n - Prédio da Estação de São Francisco| |Centro|48000-000|R|15 DE NOVEMBRO| |S/N| |CENTRO|48000-000|75|3423-0307| | |www.figam.com.br|Privada|Fundação|1|1.7|1.7.2|PREDIO DA ESTACAO DE SAO FRANCISCO| |1993|2003|Não|21467|Aproximado|30|2|120|50|237|5373|5397|0|0|0| |0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
166|-38.303812|-12.864861|1|BA|2919207|Lauro de Freitas|Museu Comunitário Mãe Mirinha de Portão|Rua Queira Deus, 78| |Portão|42700-000|R|QUEIRA DEUS| |78| |PORTAO|42700-000|71|3369-2813| | | |Privada|OSCIP|1|1.7|1.7.2| | |1989|2001|Não|25000|Aproximado|16000|0|11000|0|0|6000|4000|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|-|0|0|0|1|0|0|0|0|0|0|0|0|0|0
167|-38.526017|-12.993516|2|BA|2927408|Salvador|Museu de Arte da Bahia|Avenida Sete de Setembro, 2.340.| |Vitória|40080-001|AV|SETE DE SETEMBRO| |2340| |VITORIA|40080-001|71|3117-6902|3117-6904|3117-6905|www.mab.ba.gov.br|Pública|Estadual|1|1.7|1.7.1| | |1918|1918|Não|13489|Exato|0|0|8595|0|0|4894|0|0|0|0|0|0|Aberto|1|R$ 5,00 – público em geral; R$ 2,50 – estudantes da rede privada; Quinta-feira - gratuidade.|1|1|Inglês|1|Inglês|0|0|0|0|1|1|0|0|1|1|1|0|-|1|1|1|1|0|0|0|0|1|1|1|1|1|0
168|-38.501426|-12.972226|2|BA|2927408|Salvador|Memorial Legislativo|Primeira Avenida, 130| |Centro Administrativo da Bahia|41745-001| |PRIMEIRA AVENIDA| |130| |CENTRO ADMINISTRATIVO DA BAHIA|41745-001|71|3115-4045|3115-7291|3115-4911| |Pública|Estadual|1|1.7|1.7.1| | |1989|1989|Não|857|Exato|0|0|63|0|0|73|784|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|1|0|1|1|0|0|0|0|1|0|1|1|1|0
169|-38.961913|-12.267948|2|BA|2910800|Feira de Santana|Museu de Arte Contemporânea Raimundo de Oliveira|Rua Geminiano Costa, 255.| |Centro|44100-000|R|GEMINIANO COSTA| |255| |CENTRO|44100-000|75|3223-7033| | | |Pública|Municipal|1|1.7|1.7.1| | |1996|1996| |54|Exato|0|0|54|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
170|-38.501426|-12.972226|2|BA|2927408|Salvador|Museu Frei Germano Citeroni|Praça da Piedade, s/n.| |Piedade|40070-010|PCA|DA PIEDADE| |S/N| |PIEDADE|40070-010|71|3329-2388| | |www.capunchinhosbase.org.br|Outra| |1|1.7| | | |1983|1983| |1500|Exato|100|5|865|20|10|0|500|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|1|Igreja.|0|0|1|0|0|0|0|0|1|0|0|1|1|0
171|-39.03383|-14.798662|1|BA|2913606|Ilhéus|Casa de Cultura Jorge Amado|Rua Jorge Amado, 21.| |Centro|45653-200|R|JORGE AMADO| |21| |CENTRO|45653-200|73|3634-8986| | |fundacaoculturaldeilheus@gmail.com|Pública|Municipal|1|1.7|1.7.1| | |1994|1997|Não|199|Exato|0|0|114|0|0|59|26|0|0|0|0|0|Aberto|1|R$ 1,00 – público em geral.|1|0|0|0|0|0|0|1|Capas de livros das 46 traduções que foram feitas das obras de Jorge Amado; folder em Inglês e Espanhol.|1|0|0|1|1|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|0|0
172|-38.510012|-12.973226|2|BA|2927408|Salvador|Memorial da Medicina Brasileira – FAMEB/UFBA|Largo do Terreiro de Jesus, s/n.| |Centro Histórico|40026-010|LRG|DO TERREIRO DE JESUS| |S/N| |CENTRO HISTORICO|40026-010|71|3321-0383|3245-0739|3245-8033|www.medicina.ufba.br|Pública|Federal|1|1.7|1.7.1| | |1982|1982|Não|8001201|Aproximado|0|0|200|1|0|1000|0|0|0|8000000|0|0|Fechado|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|-|0|1|0|0|0|0|0|0|1|0|0|1|0|0
173|-38.449486|-12.98426|1|BA|2927408|Salvador|Núcleo de Memória do Sistema FIEB|Rua Edístio Ponde, 342.| |Stiep|41770-395|R|EDISTIO PONDE| |342| |STIEP|41770-395|71|3343-1437|3343-1347|3343-1224|www.fieb.org.br|Privada|Empresa|1|1.7|1.7.2| | |1997|2002| |2538|Exato|0|0|0|0|0|2538|0|0|0|0|0|0|Aberto|0|0|1|0|0|0|0|0|0|1|Recursos audio-visuais em Inglês.|1|1|0|0|0|1|0|0|-|1|1|0|0|0|0|0|0|1|0|0|1|0|0
174|-38.512879|-12.974457|2|BA|2927408|Salvador|Memorial da Câmara Municipal de Salvador|Praça Tomé de Souza, s/n.| |Centro|40020-010|PCA|TOME DE SOUZA| |S/N| |CENTRO|40020-010|71|3320-0100|3320-0225|3320-0309|www.cms.ba.gov.br/memorial|Pública|Municipal|1|1.7|1.7.1| | |1997|2001|Não|110|Exato|9|15|82|0|0|0|0|0|0|0|0|0|Aberto|0|0|1|0|0|1|Inglês.|0|0|0|0|1|0|0|0|0|1|0|0|-|0|1|1|0|0|0|0|0|1|0|0|1|1|0
175|-38.513094|-12.975003|2|BA|2927408|Salvador|Memorial dos Governadores Republicanos da Bahia|Praça Municipal - Palácio Rio Branco, s/n.| |Centro|40020-010|PCA|MUNICIPAL| |S/N| |CENTRO|40020-010|71|3117-6092| | |www.fpc.ba.gov.br|Pública|Estadual|1|1.7|1.7.1|PALACIO RIO BRANCO| |1986|1986|Não|3000|Aproximado|0|0|100|0|0|2500|400|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
176|-38.428071|-12.968767|1|BA|2927408|Salvador|Museu de Ciência e Tecnologia|Avenida Jorge Amado, s/n.| |Imbuí|41720-040|AV|JORGE AMADO| |S/N| |IMBUI|41720-040|71|3371-0148|3231-9368| |www.uneb.br|Pública|Estadual|1|1.7|1.7.1| | |1977|1977| |100|Aproximado|0|0|0|0|100|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
177|-38.428411|-12.948347|2|BA|2927408|Salvador|Memorial do Tribunal Regional Eleitoral da Bahia|Centro Administrativo da Bahia - Primeira Avenida do CAB, 150.| |Avenida Paralela|41710-900|AV|DO CAB| |150| |AVENIDA PARALELA|41710-900|71|3373-7151|3373-7154|3373-7188|www.tre-ba.gov.br|Pública|Federal|1|1.7|1.7.1|CENTRO ADMINISTRATIVO DA BAHIA| |1997|1998|Não|1210|Aproximado|0|0|0|0|0|250|960|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|1|0|-|1|1|1|1|0|0|0|0|1|1|1|1|1|0
178|-38.508331|-12.97122|1|BA|2927408|Salvador|Fundação Casa de Jorge Amado|Largo do Pelourinho, s/n.| |Pelourinho|40026-280|LRG|DO PELOURINHO| |S/N| |PELOURINHO|40026-280|71|3321-0070|3321-0122| |www.jorgeamado.org.br|Privada|Fundação|1|1.7|1.7.2| | |1986|1987| |265045|Exato|0|0|366|0|0|0|49629|0|0|0|0|215050|Aberto|0|0|1|1|Inglês e Francês.|1|Inglês e Francês.|0|Livros de Jorge Amado em 49 idiomas.|0|0|1|0|1|1|1|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
179|-38.513879|-12.97656|1|BA|2927408|Salvador|Museu Casa de Ruy Barbosa|Rua Ruy Barbosa, 12 – Centro Histórico| |Ajuda|40020-070|R|RUY BARBOSA| |12|CENTRO HISTORICO|AJUDA|40020-070|71|3321-4477| | |www.abicasaderuy.frb.br|Privada|Associação|1|1.7|1.7.2| | |1949|1999|Não|85|Aproximado|0|0|85|0|0|0|0|0|0|0|0|0|Fechado|1|R$ 1,00 - público em geral.|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
180|-38.421129|-12.133966|2|BA|2900702|Alagoinhas|Museu Afro Cultural Oyá Ní|Rua Belém, 58| |Santa Terezinha|48010-640|R|BELEM| |58| |SANTA TEREZINHA|48010-640|75|3422-7084|8122-5739| |anaritara@hotmail.com|Privada|Associação|1|1.7|1.7.2| | |1976|1976|Não|820|Aproximado|250|0|250|60|0|10|250|0|0|0|0|0|Aberto|0|0|1|1|Inglês|1|Inglês|1|Inglês e Francês|0|0|1|0|0|0|0|1|0|0|-|0|0|0|0|1|1|0|0|0|0|0|0|0|0
181|-38.524713|-12.99057|1|BA|2927408|Salvador|Museu Geológico da Bahia|Avenida Sete de Setembro, 2.195| |Corredor da Vitória (Centro)|40080-002|AV|SETE DE SETEMBRO| |2195| |CORREDOR DA VITORIA (CENTRO)|40080-002|71|3336-3498|3336-6922|3336-6689| |Pública|Estadual|1|1.7|1.7.1| | |1975|1975|Não|15788|Aproximado|0|0|0|7761|0|0|0|0|0|0|0|0|Aberto|0|0|1|1|Inglês|1|Inglês|0|0|0|0|1|1|1|0|1|1|1|0|-|0|1|1|1|0|0|0|0|1|0|0|1|1|0
182|-38.510216|-12.972771|2|BA|2927408|Salvador|Museu de Arqueologia e Etnologia da Universidade Federal da Bahia|Terreiro de Jesus, s/n (Prédio da antiga Faculdade de Medicina)| |Pelourinho|40025-010| |TERREIRO DE JESUS| |S/N| |PELOURINHO|40025-010|71|3321-3971| | |www.mae.ufba.br|Pública|Federal|1|1.7|1.7.1|PREDIO DA ANTIGA FACULDADE DE MEDICINA| |1983|1983| |500000|Aproximado|2000|498000|0|0|0|0|0|0|0|0|0|0|Aberto|1|R$ 5,00 - público em geral; R$ 2,50 - estudantes; Gratuidade - estudantes de escolas públicas, estudantes de Universidades Federais e idosos acima de 65 anos.|1|0|0|0|0|1|Inglês|0|0|1|0|1|0|1|1|1|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
183|-38.465128|-12.99834|2|BA|2927408|Salvador|Instituto Museu e Biblioteca de Odontologia da Bahia - Museu Dr.ª Miriam Cléa Barreto Rocha|Rua Altino Serbeto de Barros, 138| |Itaigara|40825-010|R|ALTINO SERBETO DE BARROS| |138| |ITAIGARA|40825-010|71|2203-4065|2203-4067|2203-4062|www.abo-ba.org.br|Privada|Associação|1|1.7|1.7.2| | |1998|1998|Não|1380|Aproximado|0|0|16|0|414|950|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|0|0|-|0|0|1|1|0|0|0|0|1|0|0|1|1|0
184|-38.507413|-12.929424|2|BA|2927408|Salvador|Instituto Visconde de Mauá – Núcleo de Acervo Artesanal|Rua Gregório de Matos, 27| |Pelourinho|40025-060|R|GREGORIO DE MATOS| |27| |PELOURINHO|40025-060|71|3116-6711|3116-6710|3116-6709|www.maua.ba.gov.br|Pública|Estadual|1|1.7|1.7.1| |13.525.050/0001-34|1992|1992|Sim|2000|Aproximado|2000|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|1|1|Inglês.|1|Inglês.|0|0|0|0|1|0|0|0|1|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
185|-39.033807|-14.81332|2|BA|2913606|Ilhéus|Museu do Cacau - Núcleo Ilhéus|Rua Eustáquio Bastos, 170| |Centro|45650-000|R|EUSTAQUIO BASTOS| |170| |CENTRO|45650-000| | | | | |Pública|Estadual|1|1.7|1.7.1| | |1983|1983|Não|3170|Aproximado|58|12|211|12|148|287|16|0|0|0|0|2426|Fechado|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|1|0|1|0|0
186|-38.958745|-11.32575|2|BA|2902104|Araci|Museu Histórico da Cidade|Avenida Sete de Setembro, 160| |Centro|48760-000|AV|SETE DE SETEMBRO| |160| |CENTRO|48760-000|75|3266-2529| | |http://araci.phlnet.com.br|Privada|Associação|1|1.7|1.7.2| | |-|1997|Não|313|Exato|0|0|15|0|0|198|100|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|0|1|0
187|-38.508279|-12.923853|2|BA|2927408|Salvador|Museu de Ex-Votos|Igreja do Senhor Bom Jesus do Bonfim - 1º andar (Largo do Bonfim, s/n)| |Bonfim|40420-360|LRG|DO BONFIM| |S/N|1º ANDAR|BONFIM|40420-360|71|3312-4512|3316-7267| |www.senhordobonfim.org.br|Outra|Entidade Religiosa|1|1.7|1.7.2|IGREJA DO SENHOR BOM JESUS DO BONFIM| |1965|1965|Não|3500|Aproximado|0|0|3489|0|0|11|0|0|0|0|0|0|Aberto|1|R$ 2,00 - público em geral.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
188|-45.001132|-12.142448|2|BA|2903201|Barreiras|Museu Municipal Napoleão de Mattos Macêdo|Rua Barão de Cotegipe, 30.| |Centro|47800-000|R|BARAO DE COTEGIPE| |30| |CENTRO|47800-000|77|3613-4417| | | |Pública|Municipal|1|1.7|1.7.1| | |1997|1997|Não|4478|Aproximado|7|31|7|175|38|3724|21|0|0|458|0|0|Aberto|0|0|1|1|Inglês|1|Inglês|0|0|0|0|0|0|0|0|1|1|1|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
189|-38.35047|-12.843318|1|BA|2919207|Lauro de Freitas|Museu Afro Omon Ajagunan|Rua Dois de Julho, 169| |Areia Branca|42700-000|R|DOIS DE JULHO| |169| |AREIA BRANCA|42700-000|71|3321-1548|3214-4868|3314-2529|http://ajagunacultura.sites.uol.com.br|Privada|Fundação|1|1.7|1.7.2| | |2005|2005|Não|120|Exato|50|20|40|10|10|30|100|38|0|0|0|1|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|1|0|1|0|0|0|0|0|1|1|0|1|1|0
190|-38.412688|-12.969078|1|BA|2927408|Salvador|Espaço Mario Cravo - Parque das Esculturas|Jardim Iracema, s/n Ed. Portal de Pituaçu, Parque Metropolitano de Pituaçu| |Pituaçu - Orla Marítima|41740-370| |JARDIM IRACEMA| |S/N|ED PORTAL DE PITUACU, PARQUE METROPOLITANO DE PITUACU|PITUACU - ORLA MARITIMA|41740-370|71|3363-4054|8717-9011| |http://espacomariocravo.blogspot..com|Outra|Mista|1|1.7| | | |1994|1994|Sim|4670|Aproximado|0|0|3670|0|0|0|0|0|0|1000|0|0|Aberto|0|0|1|0|0|0|0|0|0|1|Documentário sobre a arte de Mario Cravo - exibido no auditório. Inglês|1|1|0|0|0|1|0|0|-|1|0|1|0|0|0|0|0|1|0|0|0|1|0
191|-40.503622|-9.416636|2|BA|2918407|Juazeiro|Fundação Museu Regional do São Francisco|Praça Imaculada Conceição, 29| |Centro|48900-000|PCA|IMACULADA CONCEICAO| |29| |CENTRO|48900-000| | | | | |Privada|Fundação|1|1.7|1.7.2| |14.510.283/0001-26|1977|1978|Não|4889|Aproximado|0|35|240|0|0|0|1194|0|0|0|1394|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|1|0|0|-|0|1|1|1|0|0|0|0|1|1|0|1|1|0
192|-38.54751|-12.67201|2|BA|2906501|Candeias|Museu do Recôncavo Wanderley Pinho|Acesso Rodovia BR 324 - Via Matoim - Enseada de Caboto / Endereço para correspondência: Av. 7 de setembro, 1330, Palácio da Aclamação, Campo Grande. CEP.: 40080-001. Salvador-BA.|AV 7 DE SETEMBRO, 1330, PALACIO DA ACLAMACAO, CAMPO GRANDE CEP: 40080-001 SALVADOR-BA| |43800-000|ROD|BR-324| | |VIA MATOIM - ENSEADA DE CABOTO| |43800-000|71|3321-9293| | | |Pública|Estadual|1|1.7|1.7.1| | |1968|1971|Sim|220|Exato|0|0|212|0|2|6|0|0|0|0|0|0|Fechado|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|1|0|0|1|1|0
193|-42.783029|-14.222154|1|BA|2911709|Guanambi|Fundação Joaquim Dias Guimarães|Rua Humberto de Campos, 130| |Centro|46430-000|R|HUMBERTO DE CAMPOS| |130| |CENTRO|46430-000|77|3451-1372| | | |Privada|Fundação|1|1.7|1.7.2| |42.709.576/0001-72|1994|1994|Não|1523|Aproximado|0|0|0|0|0|378|0|0|0|1145|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
194|-38.967836|-12.258995|2|BA|2910800|Feira de Santana|Museu Regional de Arte de Feira de Santana|Rua Conselheiro Franco, 66| |Centro|44015-000|R|CONSELHEIRO FRANCO| |66| |CENTRO|44015-000|75|3221-9766| | |www.uefs.br/cuca|Pública|Estadual|1|1.7|1.7.1| | |1967|1967|Não|0|Exato|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
