id|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|endereco|cep|ddd1|telefone1|ddd2|telefone2|nome_resp|email|email1|email2|instituicao|infos
51|-49.280949|-25.437665|0|PR|Curitiba|4106902|Sala Verde|Rua Comendador Araújo, 614, Mezzanino – Centro|80420-000|41|3331-4047|41|9192-5810|Jaciara Aparecida de Ramos|venus@copel.com, musaclio@uol.com.br| | |Companhia Paranaense de Energia - COPEL - Diretoria de Meio Ambiente e Cidadania Empresarial – DMC - Coordenação Socioambiental para a Sustentabilidade – CSS|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
52|-54.243257|-24.7066|0|PR|Entre Rios do Oeste|4107538|Sala Verde Vida|Rua Paim, n° 734|85988-000|45|3257-1268|45|3257-1268|Rogério D. Lerner/Claudio Marcelo Lerner|agricultura@netrios.com.br| | |Prefeitura Municipal de Entre Rios do Oeste|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
53|-54.578913|-25.551669|0|PR|Foz do Iguaçu|4108304|Sala Verde - Agrícola Verde|Avenida General Meira, n.391|85853-110|45|3523-1332|45|3523-1355|Adilor Demarchi/ Sandra Regina Fernandes Iora| | | |Centro Estadual de Educação Profissional Manoel Moreira Pena|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
54|-54.570194|-25.465224|0|PR|Foz do Iguaçu|4108304|Sala Verde|Avenida Tarquínio Joslin dos Santos, 1300| 85870-900|45|3576-8100|45|3576-8100|Karina Paludo| | | |Universidade Estadual do Oeste do Paraná|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
55|-54.588522|-25.535517|0|PR|Foz do Iguaçu|4108304|Sala Verde - CUAA RENDA|Rua Tarobá, 875, Jardim Festugato|85851-000|45|3572-1963|45|3572-5666|Roseli Bernadete Dahlem/ Rosani Borba|salaverde@fozdoiguacu.pr.gov.br, roborba81@hotmail.com| | |Prefeitura municipal de Foz do Iguaçu|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
56|-54.203135|-24.087212|0|PR|Guaíra|4108809|Sala verde - Centro de Educação Ambiental e em Valores Humanos|Av. Brasil, Bairro Eletro Sul - IBADEP|85980-000| | | | |Maria José Moura / Marcia Pereira da Silva|amaral.nj@gmail.com| | |Oscip- Centro de Educação Ambiental e em Valores Humanos|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
57|-53.575311|-25.256791|0|PR|Lindoeste|4113452|Sala Verde - Ecovida| Rua Curitiba s/n|85826-000|45|3237-1550|45|3237-1124|Waldir Antônio Francisco Oldoni/Denise Fiorezzi| | | |Prefeitura Municipal de Lindoeste|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
58|-53.138404|-22.921256|0|PR|Loanda|4113502|Sala Verde - Judith Cortesão|Rua Mato Grosso, 240|87900-000|44|3425-1037|44|3425-1037|Alba Aparecida Pinheiro/José Matarezi / Mariade Fátima Prieta/ Elen Araújo do Nascimento|facinor@facinor.br, nascimento.a.elen@gmail.com| | | FACINOR – Faculdade Intermunicipal do Noroeste do Paraná|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
59|-51.149472|-23.328702|0|PR|Londrina|4113700|Sala Verde - Peroba Rosa|Rua Mar Del Plata, 93- Vila Rodrigues|86060-200|43|3326-2672|43|8801-6334| Cynthia Figueiredo Camargo/ Luciana Aranda Barrozo|lucianaaranda@hotmail.com, peroba.rosa.salaverde@gmail.com| | |ALMA- Associação Intercultural De Projetos Sociais|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
60|-53.985166|-25.239832|0|PR|Matelândia|4115606|Sala Verde - Espaço Ambiental|Av. Duque de Caxias , 1075 - Centro|85887-000|45|3263-3002| | |Èdson Antônio Primon/Juraci Colpani|educacao@matelnet.com.br, jcjc@pop.com.br| | |Prefeitura Municipal de Matelândia|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
61|-54.138591|-25.287653|0|PR|Medianeira|4115804|Sala Verde - Ecovida|Av. Brasília, 1271,  2º piso do Banco do Brasil - Centro|85884-000|45|3264-3190|45|9982-3474|Elias Carrer/ Lusiani Zanuzo|lusianizanuzo@yahoo.com.br| | |Prefeitura Municipal de Medianeira|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
62|-54.158262|-24.453194|0|PR|Mercedes|4115853|Sala Verde - Construindo um Futuro Sustentável|Rua Dr. Oswaldo Cruz, n. 677|85998-000|45|3256-1633|45|3256-1241|Vilson Schwantes/Tânia Regina Effting|cultura_mercedes@hotmail.com, sala_vmercedes@hotmail.com| | |Prefeitura Municipal de Mercedes|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
63|-53.901528|-24.773859|0|PR|Ouro Verde do Oeste|4117453|Sala Verde - Recanto Ambiental|Rua Cuiabá, 435 – Centro|85933-000|45|3251-1064|45|3251-1064|Cleunice Alves Cardoso/Juciane Lúcia Tonial Piedade|educacao_ov@terra.com.br, salaverde_ov@hotmail.comb, ibliotecaosebiosallet@hotmail.com| | |Prefeitura Municipal de Ouro Verde do Oeste - Biblioteca Municipal Osébio Sallet|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
64|-52.919953|-25.707916|0|PR|São Jorge D'Oeste|4125209|Sala Verde - Espaço Verde|Linha Sanata Bárabara s/n|85575-000|46|3534-1325|46|3534-1325|Ladi Agostini/Jorge Henrique Rupp|espacoverde_cafami@hotmail.com| | |Associação dos Amigos da Casa Familiar Rural – CAFAMI|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
65|-53.630108|-25.05222|0|PR|Santa Tereza do Oeste|4124020|Sala Verde - Espaço Curupira|Avenida Paraná, 61, Centro|85825-000|45|3231-1122| |9103-0587|Solange da Conceição Soares Hora /Amarildo Rigolin|espacocurupira_salaverde@hotmail.com| | |Prefeitura Municipal de Santa Tereza do Oeste|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
66|-49.203579|-25.531833|3|PR|São José dos Pinhais|4125506|Sala Verde - PUCPR|BR 376 – Km 14, S/N – Bairro Costeira, Caixa Postal 17315|80242-980|41|3299-4300|41|3299-4314|Frederico Untergerger /Márcio Coraiola|marcio.coraiola@pucpr.br| | |Pontifícia Universidade Católica do Paraná - Campus de São José dos Pinhais|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
67|-54.093375|-24.165498|0|PR|Terra Roxa|4127403|Sala Verde - Educar para Preservar|Rua José Antonio s/n – Horto Florestal|85990-000|44|3645-1474|44|3645-2208|Moacir Comerlatto/Jacinta Abreu de Castro|joseluiz.soares@hotmail.com| | |Prefeitura Municipal de Terra Roxa|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
68|-53.739618|-24.73455|0|PR|Toledo|4127700|Sala Verde - Centro de Educação Ambiental Cidadão Ambiental|Av. Tiradentes, 165 - Centro|85900-230| | | | |Nanci Bragato Futagami e Cleonisse Feliciano Pizzatto.|biblioteca@toledo.pr.gov.br| | |Prefeitura Municipal de Toledo - Biblioteca Pública Municipal de Toledo|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
69|-53.879163|-25.059535|0|PR|Vera Cruz do Oeste|4128559|Sala Verde - Espaço Ambiental|Rua Arnaldo Busato, 623- Centro|85845-000|45|3267-1131|45|3267-1131|Silvia Maccari|silvia_maccari@yahoo.com.br| | |Prefeitura Municipal de Vera Cruz do Oeste|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
70|-51.066971|-29.993245|0|RS|Alvorada|4300604|Sala Verde|Rua Wenceslau Fontoura, 211 - Nova americana|94818-330|51|3044-8642|51|3044-8642|Jussara C. Veras Bitencourt/Marco Aurélio L. Verdade|salaverde@alvorada.rs.gov.br| | |Prefeitura Municipal de Alvorada – Departamento de Meio Ambiente|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
71|-54.100469|-31.33014|3|RS|Bagé|4301602|Sala Verde - Conscientizar|Rua João Teixeira de Oliveira, 150. Bairro Narciso Sune|96400-000| | | | |Estefania Damboriarena/ Vanessa Fonseca de Souza|educacaoambiental@doeb.lrte.com.br, salaverdeconscientizar@yahoo.com.br| | |Prefeitura Municipal de Bagé - Departamento de Água e Esgotos de Bagé|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
72|-53.492547|-30.514669|0|RS|Caçapava do Sul|4302808|Sala Verde - O verde do Pampa|Rua XV de Novembro, 320|96570-000|55|3281-1250|55|3281-1250|José Carli Pereira Vargas/ Viviane Dias Pereira|smec@farrapo.com.br, viviane@farrapo.com.br| | |Prefeitura Municipal de Caçapava do Sul|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
73|-51.081582|-29.935256|0|RS|Cachoeirinha|4303103|Sala Verde - Espaço Ambiental|Rua Silvério Manoel Da Silva, 160 - Colinas|94901-970|51|3346-1000|51|3346-1000|Antonio Carlos Peixoto da Silva/ Eloá Marlene Costa|ambiental@cesuca.com.br| | |CESUCA- Faculdade Inedi|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
74|-51.091077|-29.920121|0|RS|Cachoeirinha|4303103|Sala Verde|Rua Capitão Garibalde Pinto dos Santos|94910-000|51|3438-5614|51|3438-5614|José Luiz Stédile/Cristine Dutra Hüning|parquetancredo@pop.com.br| | |Prefeitura Municipal de Cachoeirinha|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
75|-51.634095|-29.953847|0|RS|Charqueadas|4305355|Sala Verde - Companhia Verde|Rua Miguel Pereira de Carvalho n. 290. - Beira Rio|96745-000|51|3958-8484|51|3958-8400|Davi Gilmar de Abreu Souza/ Lisiane da Silva Lopes|lisislopes@yahoo.com.br| | |Prefeitura Municipal de Charqueadas|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
76|-51.96976|-29.504822|0|RS|Estrela|4307807|Sala Verde - Manoel Ribeiro Pontes Filho|Rua Júlio de Castilho , 380|95880-000|51|3981-1093|51|3981-1093|Celso Bronstrup /Ângela Maria Schossler|salaverde@estrela-rs.com.br| | |Prefeitura Municipal de Estrela|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
77|-50.953654|-29.944823|0|RS|Gravataí|4309209|Sala Verde - Itacolomi|Rua Carlos Bina, 71 – Moradas do Sobrado|94180-480|51|3042-2102|51|3488-5799|José Augisto Bandeira /Mauricio Colombo|tecnico@fmma.gravatai.rs.gov.br, fiscalizacao@fmma.gravatai.rs.gov.br| | |Fundação Municipal de Meio Ambiente - Gravataí|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
78|-50.976503|-29.947148|0|RS|Gravataí|4309209|Sala Verde - Gravatá|Avenida Ely Correa, 675 -3o andar – Bairro Parque dos Anjos|94197-130|51|4001-3338|51|4001-3333|Décio Vicente Becker/José Eduardo Zago Jovanovich|salaverdegravata@gravatai.rs.gov.br| | |Prefeitura Municipal de Gravataí - Secretaria Municipal de Educação|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
79|-54.118488|-28.648058|0|RS|Jóia|4311155|Sala Verde Jóia|Rua Dr. Edmar Kruel, 188|98180-000|55|3318-1564|55|3318-1564|Jânio Ivan Andreatta/Nediara Machado Tamiozzo|educacao@pmjoia.com.br| | |Prefeitura Municipal de Jóia|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
80|-52.858469|-28.570872|0|RS| Lagoa dos Três Cantos|4311270|Sala Verde de Lagoa dos Três Cantos|Av. Otto Radtke, 1178 – Centro.|99495-000|54|3392-1162|54|3392-1085|Ernor Werber/Lisiane Melaine Huther Konig|prefltc@portalnet.com.br, biblioteca@lagoa3cantos.rs.gov.br| | |Prefeitura Municipal de Lagoa dos Três Cantos  - Biblioteca Pública Municipal|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
81|-51.117656|-29.694091|0|RS|Novo Hamburgo|4313409|Sala Verde - Centro de Informações Ambientais|Rua Guia Lopes, 4201 – 6º andar - Bairro Canudos|93410-340|51|3524-0356|51|3594-9935|Ernani Galvão Ignácio / Udo Sarlet|semam@novohamburgo.rs.gov.br, parchalnh@terra.com.br| | |Prefeitura Municipal de Novo Hamburgo - Secretaria do Meio Ambiente– SEMAM - Centro Administrativo Leopoldo Petry|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
82|-50.273772|-29.900348|0|RS|Osório|4313508|Sala Verde - Espaço de Alfabetização Ecológica|Rua Fernandes Bastos Marechal Floriano n° 890,Centro|95520-000|51|3663-8207|51|3663-8207|Romildo Bolzan Junior /Leda Famer|pmoambiente@yahoo.com.br| | |Prefeitura Municipal de Osório - Biblioteca Pública Municipal|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
83|-50.829127|-29.621388|0|RS|Parobé|4314050|Sala Verde - Espaço Socioambiental|Avenida João Mosmann Filho, 143 – Centro|95630-000|51|3543-1500|51|3953-1041|Gilda Maria Kirsch/ Sabrina Dinorá Santos|salaverde@pmparobe.com.br| | |Prefeitura Municipal de Parobé|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
84|-52.478266|-28.226989|0|RS|Passo Fundo|4314100|Sala Verde Itinerante|Museu Zoobotânico Augusto Ruschi - Campus I – Km 171- BR 285, Bairro São José|99001-970|54|3316-8316| |3315-7700|Antônio Carlos de Lima/Eldecir Simor|muzar@upf.br, eldecir@brigadamilitar.rs.gov.br, biondo@upf.br| | |Fundação Universidade de Passo Fundo - Museu Zoobotânico Augusto Ruschi|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
85|-52.405616|-28.257055|0|RS|Passo Fundo|4314100|Sala Verde - Estação Ecológica|Rua Uruguai , nº 760 – Centro|99010-110|54|3311-5494|54|3311-5494|Airton L. Dipp / Ermido Simonetti|smam@pmpf.rs.gov.br| | |Prefeitura Municipal de Passo Fundo – Secretaria de Meio Ambiente|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
86|-51.161744|-30.000366|0|RS|Porto Alegre|4314902|Sala Verde - Sala de Leitura do CCE|Av. Sertório nº 4222, sala 72 - Várzea|91030-540|51|3361-7500|51|3361-7500|Larry Manoel Medeiros de Almeida / Lourdes Maria Agnes|bibliotecars@correios.com.br| | |Empresa Brasileira de Correios e Telégrafos|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
87|-51.14247|-30.003658|0|RS|Porto Alegre|4314902|Sala Verde - Laboratório de Educação Ambiental Inclusiva|Rua Joaquim Silveira n°200 , Parque São Sebastião|91060-320|51|3348-1563|51|3348-1563|Claudio Roberto Ramos da Silva / Jorge Amaro de Souza Borges|faders@faders.rs.gov.br, educacaoambiental@faders.rs.gov.br| | |Fundação de Articulação e Desenvolvimento de Políticas Públicas para Pessoas Portadoras de Deficiência e de Altas Habilidades no Rio Grande do Sul- FADERS|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
88|-54.389722|-28.101667|0|RS|Quinze de Novembro|4315354|Sala Verde - APOENA|Rua Rui Barbosa , 753 - Centro|98230-000|54|3322-1122|54|3322-1122|Clair Tomé Kuhn / Marcos Luciano Markendorf|meioambiente@pm15nov.rs.gov.br| | |Prefeitura Municipal de Quinze de Novembro|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
89|-52.14418|-32.059292|0|RS|Rio Grande|4315602|Sala Verde - Judith Cortesão|Avenida Itália km 08 s/n Campus Carreiros|96203-000|53|3233-6804|53|3233-6804|João Carlos B. Cousin|mea@furg.br, salaverde@furg.br| | |Fundação Universidade Federal do Rio Grande|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
90|-52.101749|-32.031571|0|RS|Rio Grande|4315602|Sala Verde - Arca de Noé|Rua Visconde de Paranaguá , s/nº|96200-190|53|3232-6990|53|3232-6990|Gilmar Antônio W. Vieira|salaverde.ceperg.rs@ibama.gov.br| | |CEPERG – IBAMA|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
91|-53.81599|-29.695976|0|RS|Santa Maria|4316907|Sala Verde - Sala Verde Santa Maria|Av. Presidente Vargas 1300 - Biblioteca Pública| 97015-510|55|3218-1396|55|3218-1396|Heitor Peretti /Isis Samara Ruschel Pasquali/ Pedro Maboni|protecaoambiental@santamaria.rs.gov.br, salaverdesantamaria@hotmail.com| | |Prefeitura Municipal de Santa Maria – Casa da Cultura|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
92|-53.716289|-29.712044|0|RS|Santa Maria|4316907|Sala Verde - Comitê Ambiental da CEU II|Avenida Roraima n. 1000, Bairro Camobi, Cidade Universitária Prof. “Marianoda Rocha Filho, Casa do Estudante Universitário II, Sala 1102|97105-340|55|3220-8841|55|3220-8030|Clóvis Silva Lima / Rafael Paludo|salaverde@yahoogrupos.com.br| | |Universidade Federal de Santa Maria|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
93|-54.551482|-28.54517|0|RS|São Miguel das  Missões|4319158|Sala Verde - KOENJU|Rua 29 de Abril, 165|98865-000|55|3381-1300|55|3381-1300|Herculano de Medeiros Neto / Eliana Moura Arnohold / Lidiane Munareto / Mara Regina|saomiguel.meioambiente@sol.psi.br| | |Prefeitura Municipal de São Miguel das Missões|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
94|-51.037727|-30.07875|0|RS|Viamão|4323002|Sala Verde - Espaço Transdisciplinar de Estudos Ambientais|Av. Mendanha, 70 – Bairro Tarumã|94410-500|51|8459-1172|51|8459-1172|Jorge Amaro De Souza Borges /Joaquim Melquíades Amorim dos Reis|jorgeamaroborges@gmail.com| | |Grupo Transdisciplinar de Estudos Ambientais Maricá|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
95|-48.767776|-27.51683|0|SC|Ântonio Carlos|4201208|Sala Verde|Rua seis de Novembro, 120, Centro| | | | | |Lidiane Ventura| | | |Secretaria de Educação e Cultura|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
96|-49.09687|-26.885492|0|SC|Blumenau|4202404|Sala Verde - Museu da Água Gunther Buhr|Rua Lajes s/n, Boa Vista.|89031-001|47|3340-3242| |3236843|Luiz Ayr Ferreira/ Jardel Marcelo Geisler|jardelmg@yahoo.com.br| | |Serviço Autônomo Municipal de Água e Esgoto – Núcleo de Educação Ambiental|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
97|-49.883917|-27.35864|0|SC|Braço do Trombudo|4202859|Sala Verde - Amigos de Gaia|Rua Tiradentes, n° 06| |47|3547-0157| | |Ervino Vermoehlen/ Mara Eliza Schaade|meioambiente@bracodotrombudo.sc.gov.br| | |Prefeitura Municipal de Braço do Trombudo|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
98|-49.42824|-28.70259|0|SC|Criciúma|4204608|Sala Verde - Centro de Educação Ambiental|Av. universitária , nº 1105, Bairro Universitário, Bl. Biblioteca, sala 07, Caixa Postal 3167|88806-000|48|3431-2587| |3431-2750|Gildo Volpato / Mari de Lourdes Milanez Goularte|salaverde@unesc.net| | |Universidade do Extremo Sul Catarinense - UNESC|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
99|-48.516109|-27.598814|0|SC|Florianópolis|4205407|Sala Verde - UFSC|Campus Universitário – Trindade, Caixa Postal: 476|88040-900|48|3331-9320| |9044-3721|Lúcio José Botelho /Érico Porto Filho|cga@reitoria.ufsc.br, salaverde@salaverde.ufsc.br| | |Universidade Federal de Santa Catarina – Coordenação de Gestão Ambiental|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
100|-48.533348|-27.784935|0|SC|Florianópolis|4205407|Sala Verde - Sea Shepherd|Rodovia Rozália Paulina Ferreira, 5035, Costa de Dentro – Pântano do Sul|88066-600|48|3237-7365|48|3237-7365|Sandra A Severo|seashepherd@seashepherd.org.br| | |Instituto Sea Shepherd Brasil - ISSB|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
101|-48.503721|-27.676402|0|SC|Florianópolis|4205407|Sala Verde - Escola da Fazenda|Servidão Jaborandir 324, Fazenda do Rio Tavarez|88065-035|48|3237-4602|48|3237-4602| Nivaldo Moreto|salaverde@efaz.com.br| | |Centro de Educação Infantil da Fazenda – Escola da Fazenda|O Projeto Sala Verde, coordenado pelo Departamento de Educação Ambiental do Ministério do Meio Ambiente (DEA/MMA) consiste no incentivo à implantação de espaços socioambientais para atuarem como potenciais Centros de Informação e Formação Ambiental.
