id|longitude|latitude|tipogeo|uf|muncipio|cod_ibge|nome|end_orig|bairro_orig|num_orig|cep_orig|compl_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|complemento|bairro|cep|esfera_adm|tipo_esfera|ddd|telefone1|telefone2|email|site
89|-43.223277|-22.896201|1|RJ|Rio de Janeiro|3304557|Museu de Astronomia E Ciências Afins|Rua General Bruce|São Cristóvão|586|20921-030| |R|GENERAL BRUCE| |586| |SAO CRISTOVAO|20921-030| | |21|2580-7010|2580-4531|mast@mast.br|www.mast.br
90|-43.170997|-22.953691|2|RJ|Rio de Janeiro|3304557|Museu de Ciências da Terra|Av. Pasteur|Urca|404|22290-160| |AV|PASTEUR| |404| |URCA|22290-160| | |21|2295-7596|2295-4866|dac@abc.org.br| 
91|-41.944968|-22.524926|2|RJ|Rio das Ostras|3304524|Museu de Sítio Arqueológico Sambaqui da Tarioba|Rua Dr. Bento Costa Jr.|Centro|70|28890-000| |R|DR BENTO COSTA JR| |70| |CENTRO|28890-000| | |22|2764-6350|2764-7115|rocha.selma@gmail.com|www.culturariodasostras.com.br
92|-43.231525|-22.858411|2|RJ|Rio de Janeiro|3304557|Museu Escola Politécnica|Av. Athos da Silveira Ramos|Ilha do Fundão|149|21945-970|Centro de Tecnologia, bl. A, 2º and.|AV|ATHOS DA SILVEIRA RAMOS| |149|CENTRO DE TECNOLOGIA, BL. A, 2º AND.|ILHA DO FUNDAO|21945-970| | |21|2562-7723|2562-7718|museuee@ct.ufrj.br|www.poli.ufrj.br/politecnicamuseu.php
93|-43.171316|-22.903771|2|RJ|Rio de Janeiro|3304557|Museu Histórico Nacional|Praça Marechal Âncora|Centro|s/n|22021-200| |PCA|MARECHAL ANCORA| |S/N| |CENTRO|22021-200| | |21|2550-9220| |mhn02@visualnet.com.br|www.museuhistoriconacional.com.br
94|-43.227793|-22.902743|2|RJ|Rio de Janeiro|3304557|Museu Nacional|Quinta da Boa Vista|São Cristóvão|s/n|20940-040| | |QUINTA DA BOA VISTA| |S/N| |SAO CRISTOVAO|20940-040| | |21|2562-6042|2254-4320|museu@mn.ufrj.br|www.museunacional.ufrj.br
95|-42.029965|-22.964716|2|RJ|Arraial do Cabo|3300258|Museu Oceanográfico|Praça Daniel Barreto|Praia dos Anjos|s/n|28930-000| |PCA|DANIEL BARRETO| |S/N| |PRAIA DOS ANJOS|28930-000| | |22|2622-9089|2622-9087|museu@ieapm.mar.mil.br|www.ieapm.mar.mil.br/museu.htm
96|-43.176757|-22.929971|1|RJ|Rio de Janeiro|3304557|Oi Futuro|Rua Dois de Dezembro|Flamengo|63|22220-040| |R|DOIS DE DEZEMBRO| |63| |FLAMENGO|22220-040| | |21|3131-3060|3131-3050|faleconosco@oifuturo.org.br|www.oifuturo.org.br
97|-43.356898|-22.954791|1|RJ|Rio de Janeiro|3304557|SESCiência|Av. Ayrton Senna|Barra da Tijuca|5.555|22775-004|Gerência de Educação e Ação Social|AV|AYRTON SENNA| |5555|GERENCIA DE EDUCACAO E ACAO SOCIAL|BARRA DA TIJUCA|22775-004| | |21|2136-5210|2136-5394|asebilia@sesc.com.br|www.sesc.com.br
98|-46.616063|-23.593446|1|SP|São Paulo|3550308|Aquário de São Paulo|Rua Huet Bacelar|Ipiranga|407|04275-000| |R|HUET BACELAR| |407| |IPIRANGA|04275-000| | |11|2273-5500| |aquario@aquariodesaopaulo.com.br|www.aquariodesaopaulo.com.br
99|-45.068228|-23.446348|1|SP|Ubatuba|3555406|Aquário de Ubatuba|Rua Guarani|Itaguá|859|11680-000| |R|GUARANI| |859| |ITAGUA|11680-000| | |12|3832-1382|3832-7491|staff@aquariodeubatuba.com.br|www.aquariodeubatuba.com.br
100|-46.237389|-23.988427|1|SP|Guarujá|3518701|Aquário do Guarujá|Av. Miguel Estefno|Praia da Enseada|2.001|11440-531| |AV|MIGUEL ESTEFNO| |2001| |PRAIA DA ENSEADA|11440-531| | |13|3351-8867| |rossana@aquarioguaruja.com.br|www.acquamundo.com.br
101|-47.803443|-21.173661|1|SP|Ribeirão Preto|3543402|Bosque e Zoológico Municipal Dr. Fábio de Sá Bareto|Rua Liberdade|Campos Elíseos|s/n|14085-250| |R|LIBERDADE| |S/N| |CAMPOS ELISEOS|14085-250| | |16|3636-2283| |diveducacaoambiental@meioambiente.pmrp.com.br|www.ribeiraopreto.sp.gov.br
102|-46.627619|-23.543983|2|SP|São Paulo|3550308|Catavento Cultural e Educacional|Parque Dom Pedro II|Centro|s/n|03003-060|Palácio das Indústrias| |PARQUE DOM PEDRO II| |S/N|PALACIO DAS INDUSTRIAS|CENTRO|03003-060| | |11|3246-4048|3246-4138|faleconosco@cataventocultural.org.br|www.cataventocultural.org.br
103|-48.182782|-21.810708|2|SP|Araraquara|3503208|Centro de Ciências de Araraquara|Av. Dr. Bernardino A. Almeida|Jardim Santa Lúcia|s/n|14800-540| |AV|DR BERNARDINO A ALMEIDA| |S/N| |JARDIM SANTA LUCIA|14800-540| | |16|3322-4812|3322-7932|dqgiluiz@iq.unesp.br|www.iq.unesp.br
104|-47.892849|-22.018916|2|SP|São Carlos|3548906|Centro de Divulgação Científica e Cultural|Rua 9 de julho|Centro|1.227|13560-590| |R|9 DE JULHO| |1227| |CENTRO|13560-590| | |16|3372-3910|3373-9772|diretoria@cdcc.sc.usp.br|www.cdcc.sc.usp.br
105|-49.414033|-20.813943|1|SP|São José do Rio Preto|3549805|Centro Integrado de Ciência e Cultura|Av. João Batista Vetorazzo|Distrito Industrial|500|15035-470| |AV|JOAO BATISTA VETORAZZO| |500| |DISTRITO INDUSTRIAL|15035-470| | |17|3232-9426|3212-7148|administração@centrodeciencias.org.br|www.centrodeciencias.org.br
106|-44.959765|-22.583427|2|SP|Cruzeiro|3513405|Centro Interdisciplinar de Ciência de Cruzeiro|Rua Oto Barcellos|Centro|s/n|12730-010| |R|OTO BARCELLOS| |S/N| |CENTRO|12730-010| | |12|3144-1207| |cema@hexato.com.br|www.ceeteps.br
107|-46.695419|-23.522705|1|SP|São Paulo|3550308|Estação Ciência|Rua Guaicurus|Lapa|1.394|05033-002| |R|GUAICURUS| |1394| |LAPA|05033-002| | |11|3673-7022|3673-2798|info@eciencia.usp.br|www.eciencia.usp.br
108|-46.886473|-23.174483|2|SP|Jundiaí|3525904|Jardim Botânico “Valmor de Souza” de Jundiaí|Av. Antônio Frederico Ozanan|Vila Lacerda|6.700|13215-250| |AV|ANTONIO FREDERICO OZANAN| |6700| |VILA LACERDA|13215-250| | |11|4582-3581|4589-8520|smsp_botanico@jundiai.sp.gov.br|www.jundiai.sp.gov.br
109|-46.627181|-23.641433|2|SP|São Paulo|3550308|Jardim Botânico de São Paulo|Av. Miguel Estéfano|Água Funda|3.031|04301-012| |AV|MIGUEL ESTEFANO| |3031| |AGUA FUNDA|04301-012| | |11|5073-6300| |faleconosco@ibot.sp.gov.br|www.ibot.sp.gov.br/Index.htm
110|-47.062356|-22.890396|2|SP|Campinas|3509502|Jardim Botânico do Instituto Agronômico|Av. Barão de Itapura|Guanabara|1.481|13001-970| |AV|BARAO DE ITAPURA| |1481| |GUANABARA|13001-970| | |19|3231-5422|3231-4943|veiga@iac.sp.gov.br|www.iac.sp.gov.br/Centros/Cec/JNB/apres.htm
111|-48.489975|-22.889292|2|SP|Botucatu|3507506|Jardim Botânico do Instituto de Biociências de Botucatu|Distrito de Rubião Junior| |s/n|18618-000| | |DISTRITO DE RUBIAO JUNIOR| |S/N| | |18618-000| | |14|3811-6265|3811-6177|jb-ib@ibb.unesp.br|www.ibb.unesp.br/jardimbotanico
112|-48.992109|-22.328537|2|SP|Bauru|3506003|Jardim Botânico Municipal de Bauru|Rod. João Ribeiro de Barros|Tangarás|Km 232|17035-245| |ROD|JOAO RIBEIRO DE BARROS|KM 232| | |TANGARAS|17035-245| | |14|3281-3358| |jbbauru@ibest.com.br| 
113|-47.154077|-22.761595|2|SP|Paulínia|3536505|Jardim Botânico Municipal de Paulínia “Adelelmo Piva Jr.”|Rodovia Roberto Moreira|Jardim Vista Alegre|575|13140-000| |ROD|ROBERTO MOREIRA| |575| |JARDIM VISTA ALEGRE|13140-000| | |19|3844-4168|3833-2093|jmiachir@uol.com.br|www.paulinia.sp.gov.br
114|-46.369515|-23.935599|1|SP|Santos|3548500|Jardim Botânico Municipal de Santos “Chico Mendes”|Rua João Fracaroli|Bom Retiro|s/n|11089-230| |R|JOAO FRACAROLI| |S/N| |BOM RETIRO|11089-230| | |13|3203-2905|3203-6728|jbotanico-semam@santos.sp.gov.br|www.santos.sp.gov.br
115|-46.627181|-23.641433|2|SP|São Paulo|3550308|Museu Botânico “Dr. João Barbosa Rodrigues”|Rua Miguel Stéfano|Água Funda|3.031|04301-012| |R|MIGUEL STEFANO| |3031| |AGUA FUNDA|04301-012| | |11|5073-6300| |botanico@ibot.sp.gov.br|www.ibot.sp.gov.br
116|-46.636581|-23.534171|1|SP|São Paulo|3550308|Museu da Língua Portuguesa|Praça da Luz|Centro|s/n|01120-010| |PCA|DA LUZ| |S/N| |CENTRO|01120-010| | |11|3326-0775| |museu@museudalinguaportuguesa.org.br|www.estacaodaluz.org.br
117|-46.740518|-23.564317|1|SP|São Paulo|3550308|Museu de Anatomia Humana Profesor Alfonso Bovero|Av. Prof. Lineu Prestes|Butantã|2.415|05508-900|Cidade Universitária|AV|PROFESSOR LINEU PRESTES| |2415|CIDADE UNIVERSITARIA|BUTANTA|05508-900| | |11|3091-7360|3091-7753|mah@icb.usp.br|www.icb.usp.br/museu
118|-46.731915|-23.553126|1|SP|São Paulo|3550308|Museu de Arqueologia e Etnologia|Av. Prof. Almeida Prado|Butantã|1.466|05508-070|Cidade Universitária|AV|PROFESSOR ALMEIDA PRADO| |1466|CIDADE UNIVERSITARIA|BUTANTA|05508-070| | |11|3091-2899|3091-4888|mae@edu.usp.br|www.mae.usp.br
119|-46.374811|-23.970065|1|SP|São Vicente|3551009|Museu de Ciências da Natureza José Bonifácio de Andrada Silva|Rua Embaixador Pedro de Toledo|Praia do Gonzaguinha|s/n|11320-440| |R|EMBAIXADOR PEDRO DE TOLEDO| |S/N| |PRAIA DO GONZAGUINHA|11320-440| | |13|9116-7498|3469-1400| |www.museujobas.hpg.ig.com.br
120|-46.727799|-23.562773|1|SP|São Paulo|3550308|Museu de Geociências|Rua do Lago|Cidade Universitária|562|05508-080|1º andar|R|DO LAGO| |562|1º ANDAR|CIDADE UNIVERSITARIA|05508-080| | |11|3091-3952|3091-4670|mugeo@edu.usp.br|www2.igc.usp.br/museu/home.php
121|-47.050292|-22.907073|1|SP|Campinas|3509502|Museu de História Natural|Rua Cel. Quirino|Bosque dos Jequitibás|2|13025-004| |R|CEL QUIRINO| |2| |BOSQUE DOS JEQUITIBAS|13025-004| | |19|3295-5850|3251-9849|museuaquario@terra.com.br|www.campinas.sp.gov.br/cultura/museus/mhn
122|-45.536501|-23.016803|1|SP|Taubaté|3554102|Museu de História Natural de Taubaté|Rua Juvenal Dias de Carvalho|Jardim do Sol|111|12070-640| |R|JUVENAL DIAS DE CARVALHO| |111| |JARDIM DO SOL|12070-640| | |12|3631-2928| | |www.museuhistorianatural.com
123|-46.718417|-23.567562|1|SP|São Paulo|3550308|Museu de Microbiologia|Av. Vital Brasil|Butantã|1.500|05503-900| |AV|VITAL BRASIL| |1500| |BUTANTA|05503-900| | |11|3726-7222| |museumicrobiol@butantan.gov.br|www.butantan.gov.br
124|-47.553941|-22.383289|2|SP|Rio Claro|3543907|Museu de Minerais e Rochas Heinz Ebert|Av. 24-A|Bela Vista|1.515|13506-900|Departamento de Petrologia e Metalogenia|AV|24-A| |1515|DEPARTAMENTO DE PETROLOGIA E METALOGENIA|BELA VISTA|13506-900| | |19|3526-2809|3524-9644|museumr@rc.unesp.br|www.rc.unesp.br/museudpm
125|-49.948745|-22.21679|1|SP|Marília|3529005|Museu de Paleontologia de Marília|Av. Sampaio Vidal|Centro|245|17500-021|anexo à Biblioteca Municipal|AV|SAMPAIO VIDAL| |245|ANEXO A BIBLIOTECA MUNICIPAL|CENTRO|17500-021| | |14|3402-6600| | | 
126|-48.499956|-21.263978|2|SP|Monte Alto|3531308|Museu de Paleontologia de Monte Alto|Praça do Centenário|Centro de Artes|s/n|15910-000| |PCA|DO CENTENARIO| |S/N| |CENTRO DE ARTES|15910-000| | |16|3242-7845|3242-1123| | 
127|-46.610428|-23.587179|1|SP|São Paulo|3550308|Museu de Zoologia da Universidade de São Paulo|Avenida Nazaré|Ipiranga|481|04263-000| |AV|NAZARE| |481| |IPIRANGA|04263-000| | |11|2065-8100|2065-8140|smn@usp.br|www.mz.usp.br
128|-47.054015|-22.876914|2|SP|Campinas|3509502|Museu Dinâmico de Ciências de Campinas|Av. Heitor Penteado|Parque Taquaral|s/n|13075-460|portão 7|AV|HEITOR PENTEADO| |S/N|PORTAO 7|PARQUE TAQUARAL|13075-460| | |19|3252-2598| |planetário_campinas@yahoo.com.br| 
129|-47.640421|-22.705389|1|SP|Piracicaba|3538709|Museu e Centro de Ciências, Educação e Artes Luiz de Queiroz|Av. Pádua Dias|Agronomia|11|13418-900| |AV|PADUA DIAS| |11| |AGRONOMIA|13418-900| | |19|3429-4305|3422-5924|museumuseulq@esalq.usp.br|www.esalq.usp.br/svcex/
130|-47.056898|-22.814476|2|SP|Campinas|3509502|Museu Exploratório de Ciências|Cidade Universitária Zeferino Vaz|Barão Geraldo|s/n|13083-970| | |CIDADE UNIVERSITARIA ZEFERINO VAZ| |S/N| |BARAO GERALDO|13083-970| | |19|3521-5179|3521-4789|mc@reitoria.unicamp.br|www.mc.unicamp.br
131|-46.66864|-23.531897|1|SP|São Paulo|3550308|Museu Geológico Valdemar Lefèvre|Av. Francisco Matarazzo|Perdizes|455|05001-300|Parque da Água Branca|AV|FRANCISCO MATARAZZO| |455|PARQUE DA AGUA BRANCA|PERDIZES|05001-300| | |11|3872-6358|3673-6797|ferpires@igeologico.sp.gov.br|www.mugeo.sp.gov.br
132|-46.73183|-23.560104|1|SP|São Paulo|3550308|Museu Oceanográfico|Praça do Oceanográfico|Butantã|191|05508-120|Cidade Universitária|PCA|DO OCEANOGRAFICO| |191|CIDADE UNIVERSITARIA|BUTANTA|05508-120| | |11|3091-6587|3032-3092|sergiotc@usp.br|www.io.usp.br/museu/museu.htm
133|-46.609731|-23.585382|1|SP|São Paulo|3550308|Museu Paulista|Parque da Independência|Ipiranga|s/n|04218-970| | |PARQUE DA INDEPENDENCIA| |S/N| |IPIRANGA|04218-970| | |11|2065-8000|2065-8051|mp@edu.usp.br|www.mp.usp.br/index.htm
134|-46.607826|-23.712778|1|SP|Diadema|3513801|Observat ório Astronômico Municipal de Diadema|Av. Antonio Silvio Cunha Bueno|Jardim Inamar|1.322|09970-160| |AV|ANTONIO SILVIO CUNHA BUENO| |1322| |JARDIM INAMAR|09970-160| | |11|4043-6457| |observatoriosaad@diadema.com.br|www.observatorio.diadema.com.br
135|-46.62311|-23.649286|1|SP|São Paulo|3550308|Parque de Ciência e Tecnologia da USP|Av. Miguel Stefano|Água Funda|4.200|04301-904| |AV|MIGUEL STEFANO| |4200| |AGUA FUNDA|04301-904| | |11|5077-6312|5073-0270|parquecientec@usp.br|www.parquecientec.usp.br
136|-47.894509|-22.010623|2|SP|São Carlos|3548906|Parque Ecológico de São Carlos “Dr. Antonio Teixeira Viana”|Estrada Municipal Guilherme Scatena|Espraiado|Km 2|13560-970| |ESTR|MUNICIPAL GUILHERME SCATENA|KM 2| | |ESPRAIADO|13560-970| | |16|3361-4456|3361-2429|pesc@pesc.org.br|www.pesc.org.br
137|-47.337304|-22.747799|1|SP|Americana|3501608|Parque Ecológico Municipal de Americana “Cid Almeida Franco”|Av. Brasil|Centro|2.525|13468-000| |AV|BRASIL| |2525| |CENTRO|13468-000| | |19|3406-2075|3461-7503|pema@americana.sp.gov.br|www.americana.sp.gov.br
138|-46.894705|-21.593026|1|SP|São José do Rio Pardo|3549706|Parque Municipal Antonio de Pádua Nunes|Rua André Luis|João de Souza|s/n|13720-000| |R|ANDRE LUIS| |S/N| |JOAO DE SOUZA|13720-000| | |19|3681-6660|3682-7800|smfabio@uol.com.br| 
139|-46.376266|-23.943789|2|SP|Santos|3548500|Parque Zoobotânico “Orquidário Municipal de Santos”|Praça Washington|José Menino|s/n|11065-600| |PCA|WASHINGTON| |S/N| |JOSE MENINO|11065-600| | |19|3237-6970|3225-1353|orquidário-setur@santos.sp.gov.br| 
140|-47.437628|-23.50703|1|SP|Sorocaba|3552205|Parque Zoológico Municipal “Quinzinho de Baros”|Rua Theodoro Kaisel|Vila Hortência|883|18020-268| |R|THEODORO KAISEL| |883| |VILA HORTENCIA|18020-268| | |15|3227-5454| |pzmqb0@yahoo.com.br|www.zoologicosorocaba.com.br
141|-48.991586|-22.317485|2|SP|Bauru|3506003|Parque Zoológico Municipal de Bauru|Rod. Comandante João Ribeiro de Barros|Vargem Limpa|Km 232,5|17100-000| |ROD|COMANDANTE JOAO RIBEIRO DE BARROS|KM 232,5| | |VARGEM LIMPA|17100-000| | |14|32035229| |zoobauru@ibest.com.br| 
142|-46.660929|-23.584505|1|SP|São Paulo|3550308|Planetário Aristóteles Orsini|Av. Pedro Álvares Cabral|Parque Ibirapuera|s/n|04094-000|p. 10|AV|PEDRO ALVARES CABRAL| |S/N|P. 10|PARQUE IBIRAPUERA|04094-000| | |11|5575-5425|5575-5206|svmaplanetariodoibirapuera@prefeitura.sp.gov.br|www.prefeitura.sp.gov.br/planetarios
143|-46.528329|-23.683073|1|SP|Santo André|3547809|Sabina – Escola Parque do Conhecimento|Rua Juquiá|Paraíso|s/n|09181-730|(altura do n. 135)|R|JUQUIA| |S/N|(ALTURA DO N. 135)|PARAISO|09181-730| | |11|4422-2000|4425-6671|sabina@santoandre.sp.gov.br|www.santoandre.sp.gov.br
144|-46.647559|-22.483618|1|SP|Águas de Lindóia|3500501|Tecnorama|Av. Paulista|Moreiras|1.801|13940-000| |AV|PAULISTA| |1801| |MOREIRAS|13940-000| | |19|3824-2986| |reservas@tecnorama.com.br|www.tecnorama.com.br
145|-46.534927|-23.785588|2|SP|São Bernardo do Campo|3548708|Zoológico do Município de São Bernardo do Campo|Rua Portugal|Rio Grande|s/n|09832-400| |R|PORTUGAL| |S/N| |RIO GRANDE|09832-400| | |11|4354-9087| |zoo.saobernardo@gmail.com| 
146|-50.422869|-21.228602|2|SP|Araçatuba|3502804|Zoológico Municipal “Dr. Flávio Leite Ribeiro”|Rua do Fico|Dona Amélia|s/n|16015-100| |R|DO FICO| |S/N| |DONA AMELIA|16015-100| | |18|3621-4488|3625-5581|zooata@yahoo.com.br| 
147|-46.955824|-22.446287|2|SP|Mogi Mirim|3530805|Zoológico Municipal Luiz Gonzaga Amoêdo Campos|Rua Vereador Simão Ferreira Alves|Jardim Primavera|11|13800-000| |R|VEREADOR SIMAO FERREIRA ALVES| |11| |JARDIM PRIMAVERA|13800-000| | |19|3805-4730| |zoologico@mogimirim.sp.gov.br|www.mogimirim.sp.gov.br
148|-49.652685|-22.212301|1|SP|Garça|3516705|Zoológico Municipal de Garça|Rua Vital Soares|Willians|s/n|17400-000| |R|VITAL SOARES| |S/N| |WILLIANS|17400-000| | |14|3406-1401|3471-3499|sama@prefgarca.sp.gov.br| 
149|-47.401868|-22.564792|2|SP|Limeira|3526902|Zoológico Municipal de Limeira|Rua Boa Morte|Centro|117|13480-180| |R|BOA MORTE| |117| |CENTRO|13480-180| | |19|3442-7418| |zoo_limeira@ig.com.br| 
150|-46.770221|-22.999074|2|SP|Itatiba|3523404|Zooparque Itatiba|Rod. D. Pedro I|Paraíso das Aves|Km 95,5|13252-800|Sítio Paraíso das Aves|ROD|DOM PEDRO I| | |SITIO PARAISO DAS AVES|PARAISO DAS AVES|13252-800| | |11|4495-8299|4495-8311|zooparque@zooparque.com.br| 
151|-49.239173|-25.442541|2|PR|Curitiba|4106902|Jardim Botânico Municipal Francisca Maria Garfunkel Rischbieter|Av. Engenheiro Ostoja Roguski|Jardim Botânico|s/n|80210-390| |AV|ENGENHEIRO OSTOJA ROGUSKI| |S/N| |JARDIM BOTANICO|80210-390| | |41|3264-6994|3362-4568|emarcelino@smma.curitiba.pr.gov.br|www.curitiba.pr.gov.br
152|-49.238266|-25.43991|2|PR|Curitiba|4106902|Museu Botânico Municipal|Av. Engenheiro Ostoja Roguski|Jardim Botânico|s/n|80210-390| |AV|ENGENHEIRO OSTOJA ROGUSKI| |S/N| |JARDIM BOTANICO|80210-390| | |41|3362-1800|3264-7365|museubotanico@smma.curitiba.pr.gov.br|www.curitiba.pr.gov.br
153|-51.933793|-23.421018|2|PR|Maringá|4115200|Museu da Bacia do Paraná|Av. Colombo|Zona Sete|5.790|87020-900| |AV|COLOMBO| |5790| |ZONA SETE|87020-900| | |44|3261-4294| |sec-mbp@uem.br|www.mbp.uem.br
154|-51.169589|-23.30445|2|PR|Londrina|4113700|Museu de Ciência e Tecnologia de Londrina|Rodovia Celso Garcia Cid Pr|Campus Universitário|445|86051-990|Km 380|ROD|CELSO GARCIA CID PR|KM 380|445| |CAMPUS UNIVERSITARIO|86051-990| | |43|3371-4804| |renop@uel.br|www.mctlondrina.uel.br
155|-49.229899|-25.450744|2|PR|Curitiba|4106902|Museu de Ciências Naturais da Universidade Federal do Paraná|Setor de Ciências Biológicas|Jardim das Américas|s/n|81531-980|Campus Centro Politécnico|ST|DE CIENCIAS BIOLOGICAS| |S/N|CAMPUS CENTRO POLITECNICO|JARDIM DAS AMERICAS|81531-980| | |41|3361-1628|3266-2042|biomuseu@ufpr.br|www.bio.ufpr.br
156|-51.462816|-25.390719|2|PR|Guarapuava|4109401|Museu de Ciências Naturais de Guarapuava|BR 277|Primavera|Km 343|85050-450|Parque Municipal das Araucárias|ROD|BR-277|KM 343| |PARQUE MUNICIPAL DAS ARAUCARIAS|PRIMAVERA|85050-450| | |42|3624-3262|3623-8644|museu@unicentro.br|www.unicentro.br/museu
157|-49.220684|-25.436665|2|PR|Curitiba|4106902|Museu de História Natural Capão da Imbuia|Rua Benedito Conceição|Capão da Imbuia|407|82810-080| |R|BENEDITO CONCEICAO| |407| |CAPAO DA IMBUIA|82810-080| | |41|3366-3133| | | 
158|-50.650255|-23.183387|2|PR|Cornélio Procópio|4106407|Museu de História Natural “Mozart de Oliveira Valim”|Margem da Estrada de Ferro|Centro|s/n|86380-000|antiga Estação da R.V.P.S.C.| |MARGEM DA ESTRADA DE FERRO| |S/N|ANTIGA ESTACAO DA R.V.P.S.C.|CENTRO|86380-000| | |43|3904-1124| |galdinomhn@yahoo.com.br| 
159|-51.933793|-23.421018|2|PR|Maringá|4115200|Museu Dinâmico Interdisciplinar|Av. Colombo|Zona 7|790|87020-900|bl. 101  s. 1|AV|COLOMBO| |790|BL. 101  S. 1|ZONA 7|87020-900| | |44|3261-4930|3261-4930|simolinari@uem.br|www.mudi.uem.br/cms/index.php/home.html
160|-49.210586|-25.409531|2|PR|Curitiba|4106902|Museu e Aquário Marinho Itinerante Cristina Portela|Rua Henrique Correia|Bairro Alto|350|82840-270| |R|HENRIQUE CORREIA| |350| |BAIRRO ALTO|82840-270| | |41|3082-0609| |museucrismar@ibest.com.br| 
161|-51.714686|-22.789521|2|PR|Cafeara|4103404|Museu Histórico Municipal João Risati|Rua Mathias Aparecido Fogaça|Centro|162|86640-000| |R|MATHIAS APARECIDO FOGACA| |162| |CENTRO|86640-000| | |43|3625-1115| |secmedcaf@ig.com.br| 
162|-53.320617|-23.766104|2|PR|Umuarama|4128104|Museu Interdisciplinar de Ciências|Pça. Mascarenhas de Moraes|Centro|4.282|87502-210|bl. A - térreo|PCA|MASCARENHAS DE MORAES| |4282|BL. A - TERREO|CENTRO|87502-210| | |44|3621-2828|3621-2849|mic-umu@unipar.br|www.unipar.br
163|-49.276158|-25.427501|2|PR|Curitiba|4106902|Museu Paranaense|Rua Kellers|Centro|289|80410-100| |R|KELLERS| |289| |CENTRO|80410-100| | |41|3304-3300|3304-3308|museupr@pr.gov.br|www.museupr.pr.gov.br
164|-49.267395|-25.423351|2|PR|Curitiba|4106902|Observatório Astronômico e Planetário do Colégio Estadual do Paraná|Avenida João Gualberto|Centro|250|80030-000| |AV|JOAO GUALBERTO| |250| |CENTRO|80030-000| | |41|3304-8912|3304-8941|oacep@cep.pr.gov.br|www.cep.pr.gov.br
165|-49.193152|-25.443438|2|PR|Pinhais|4119152|Parque da Ciência Newton Freire Maia|Estrada da Graciosa|Jardim Boa vista|7.400|83327-000|Km 20|ESTR|DA GRACIOSA|KM 20|7400| |JARDIM BOA VISTA|83327-000| | |41|3666-6156| |pnfm@pnfm.pr.gov.br|www.pnfm.pr.gov.br
166|-51.169589|-23.30445|2|PR|Londrina|4113700|Planetário de Londrina|Rua Benjamin Constant|Centro|800|86010-350| |R|BENJAMIN CONSTANT| |800| |CENTRO|86010-350| | |43|3344-1145|3326-0567|planetário@uel.br|www2.uel.br/cce/mct/planetario
167|-51.169589|-23.30445|2|PR|Londrina|4113700|Planetarium – A tividades Culturais|Rua Luiz Gonzaga|Manoel Gonçalves|26|86082-025| |R|LUIZ GONZAGA| |26| |MANOEL GONCALVES|86082-025| | |43|3348-4896| |planetario@teatrodasestrelas.com.br|www.teatrodasestrelas.com.br
168|-54.583213|-25.543219|2|PR|Foz do Iguaçu|4108304|Polo Astronômico Casimiro Montenegro Filho|Av. Tancredo Neves|Jardim Itaipu|6.731|85867-900| |AV|TANCREDO NEVES| |6731| |JARDIM ITAIPU|85867-900| | |45|3576-7203|3520-6668|poloastronomico@pti.org.br|www.pti.org.br
169|-54.583213|-25.543219|2|PR|Foz do Iguaçu|4108304|Zoológico Bosque Guarani|Rua Tarobá|Centro|875|85851-220| |R|TAROBA| |875| |CENTRO|85851-220| | |45|3901-3383| |sidneibio@hotmail.com| 
170|-53.815484|-29.687304|2|RS|Santa Maria|4316907|Jardim Botânico da Universidade Federal de Santa Maria|Av. Roraima|Campus Camobi|1.000|97105-900| |AV|RORAIMA| |1000| |CAMPUS CAMOBI|97105-900| | |55|3220-8339|3220-8628|jardimbotanico@mail.ufsm.br|http://w3.ufsm.br/ccne/?secao=jardim
171|-51.970583|-29.468889|1|RS|Lajeado|4311403|Jardim Botânico de Lajeado|Av. Carlos Sphor|Moinhos d’Água|s/n|95900-000|RST 413|AV|CARLOS SPHOR| |S/N|RST 413|MOINHOS D’AGUA|95900-000| | |51|3982-1107| |meio.ambiente@msbnet.com.br|www.lajeado-rs.com.br
172|-51.177232|-30.028589|1|RS|Porto Alegre|4314902|Museu Anchieta de Ciências Naturais|Av. Nilo Peçanha|Três Figueiras|1.521|90001-970| |AV|NILO PECANHA| |1521| |TRES FIGUEIRAS|90001-970| | |51|3328-7455|3328-1120|museuanchieta@colegioanchieta.g12.br|www.colegioanchieta.g12.br
173|-50.775792|-29.65097|2|RS|Taquara|4321204|Museu Arqueológico do Rio Grande do Sul|RS 020| |Km 58|95600-000| | |RS-020|KM 58| | | |95600-000| | |51|3542-1553|3542-1034|marsul@faccat.br|www.sedac.rs.gov.br
174|-51.186199|-29.913256|2|RS|Canoas|4304606|Museu da Tecnologia|Av. Farroupilha|São José|8.001|92450-900| |AV|FARROUPILHA| |8| |SAO JOSE|92450-900| | |51|3477-4000| |museu@ulbra.br|www.ulbra.br/museudatecnologia
175|-51.176103|-30.057984|1|RS|Porto Alegre|4314902|Museu de Ciências e Tecnologia da PUCRS|Av. Ipiranga|Partenon|6.681|90619-900|prédio 40|AV|IPIRANGA| |6681|PREDIO 40|PARTENON|90619-900| | |51|3320-3521|3320-3903|mct@pucrs.br|www.pucrs.br/mct
